rank,title,artist,year,preview_url
16,Spiders and Snakes,Jim Stafford,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/a1/b4/bf/a1b4bf13-24a6-418f-fd55-359df9381ee2/mzaf_14835011092277914322.plus.aac.p.m4a
17,Rock On,David Essex,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/d6/24/dd/d624dd40-f1d5-2395-5a80-e2fdf54c7c0f/mzaf_11022511801472799100.plus.aac.p.m4a
18,Sunshine on My Shoulders,John Denver,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/d6/72/31/d6723148-605b-2150-a6c2-7992d6937138/mzaf_4179266097947016000.plus.aac.p.m4a
19,Sideshow,Blue Magic,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/27/d2/3b/27d23b4e-c1f7-b1d4-f42d-5d7c2bfc03ae/mzaf_10607939958322321346.plus.aac.p.m4a
20,Hooked on a Feeling,Blue Swede,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/5a/37/81/5a3781fe-c46d-9bbe-03e6-b221a5f5a79f/mzaf_6997699549676245034.plus.aac.p.m4a
21,Billy Don't Be a Hero,Bo Donaldson and The Heywoods,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/fb/6a/fd/fb6afd82-62ae-a270-bf21-da7fcf4e2348/mzaf_455299513873869491.plus.aac.p.m4a
22,Band on the Run,Paul McCartney and Wings,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/b1/b0/89/b1b089df-b82a-1d5c-27ba-86d460aca8b8/mzaf_9972652374844965875.plus.aac.p.m4a
23,The Most Beautiful Girl,Charlie Rich,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/3e/ac/59/3eac5950-d2ad-1a9d-2354-8d1ead5f1b48/mzaf_18300004235164262171.plus.aac.p.m4a
24,Time in a Bottle,Jim Croce,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/08/50/74/0850744f-5910-bc57-d306-e13ff0c9baff/mzaf_11706684906455908034.plus.aac.p.m4a
25,Annie's Song,John Denver,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/11/39/9f/11399f7c-734f-62b5-7aac-f7420a01d346/mzaf_2021562778527516036.plus.aac.p.m4a
26,Let Me Be There,Olivia Newton-John,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/cc/fb/5e/ccfb5ead-5f1a-3feb-caba-2b81474e05db/mzaf_3309960332091725519.plus.aac.p.m4a
27,Sundown,Gordon Lightfoot,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/fa/3c/95/fa3c954a-8df4-11a6-10d8-fdac59126d9f/mzaf_3731265523887917607.plus.aac.p.m4a
28,(You're) Having My Baby,Paul Anka,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/dd/fa/a1/ddfaa129-0512-b1de-9769-dc2ca3b65f0d/mzaf_17094519655754305676.plus.aac.p.m4a
29,Rock Me Gently,Andy Kim,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/ca/23/e6/ca23e621-4f1c-7530-093e-c87c230761f8/mzaf_6235958163691496321.plus.aac.p.m4a
30,Boogie Down,Eddie Kendricks,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/5c/a6/df/5ca6dfd4-b0fd-f7f9-38c6-7e3994505125/mzaf_741158363717911490.plus.aac.p.m4a
31,You're Sixteen,Ringo Starr,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/90/25/62/90256228-3eb0-0979-d053-7f6bcbda6ca7/mzaf_12982133772016885513.plus.aac.p.m4a
32,If You Love Me (Let Me Know),Olivia Newton-John,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/76/0f/b2/760fb29c-4102-d8c1-0689-272dde5b1f83/mzaf_14565685668504844858.plus.aac.p.m4a
33,Dark Lady,Cher,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/a0/f8/80/a0f880ce-98e3-0395-94c5-c73864594dd9/mzaf_8004321878268529419.plus.aac.p.m4a
34,Best Thing That Ever Happened to Me,Gladys Knight & the Pips,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/9e/94/3a/9e943afe-c6a5-79b4-c6c4-590069dcb386/mzaf_15491531170132903882.plus.aac.p.m4a
35,Feel Like Makin' Love,Roberta Flack,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/33/54/85/3354850e-5219-9a96-7f8c-546264c9630c/mzaf_10257347372193383438.plus.aac.p.m4a
36,Just Don't Want to Be Lonely,The Main Ingredient,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/0a/43/7c/0a437cb2-2b42-ecc3-224d-43f053d8ff34/mzaf_6253521868742239132.plus.aac.p.m4a
37,Nothing from Nothing,Billy Preston,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/ab/f6/b3/abf6b35d-44a0-b07d-1818-9ab8debaae65/mzaf_10319523906104524922.plus.aac.p.m4a
38,Rock Your Baby,George McCrae,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/b1/f2/cf/b1f2cf1c-c004-7376-e73d-6a4bd4cc0d97/mzaf_12733252340376208816.plus.aac.p.m4a
39,Top of the World,The Carpenters,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/d0/d5/4b/d0d54b1d-5f97-c8e7-5895-f07ccb6490ae/mzaf_5957318471395259837.plus.aac.p.m4a
40,The Joker,Steve Miller Band,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/43/bb/5f/43bb5f8a-2221-2e0e-a08b-9b4743960e94/mzaf_3368980304951697097.plus.aac.p.m4a
41,I've Got to Use My Imagination,Gladys Knight & the Pips,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/ac/83/65/ac83652d-b290-0b91-9853-6d46b1ec0597/mzaf_13467043502019829611.plus.aac.p.m4a
42,The Show Must Go On,Three Dog Night,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/37/52/f8/3752f8fa-a543-c477-4686-9c83b971b7bc/mzaf_5488438071384748164.plus.aac.p.m4a
43,Rock the Boat,The Hues Corporation,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/83/d0/0e/83d00ea1-8649-6e1b-449d-e4c9b9a74c97/mzaf_7219276757968308926.plus.aac.p.m4a
44,Smokin' in the Boys Room,Brownsville Station,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/d1/cf/8f/d1cf8fee-7b1d-c6d7-2875-aebf75bfb82b/mzaf_14833306648671479062.plus.aac.p.m4a
45,Living for the City,Stevie Wonder,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/5c/6b/b6/5c6bb6cd-eec8-3367-31c1-0d58f1aa232e/mzaf_17444883174965587484.plus.aac.p.m4a
46,The Night Chicago Died,Paper Lace,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/cd/d3/37/cdd33798-f80f-de0e-8a99-48ae9c4ce7bb/mzaf_9647588477184683269.plus.aac.p.m4a
47,Then Came You,Dionne Warwick & The Spinners,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/cd/f1/e5/cdf1e5f0-aa28-10cf-fa54-517e574721fb/mzaf_9483062183072693527.plus.aac.p.m4a
48,The Entertainer,Marvin Hamlisch,1974,https://audio-ssl.itunes.apple.com/itunes-assets/Music2/v4/e4/f9/3d/e4f93ddf-d8ee-c18e-d569-ccf13c89d9ed/mzaf_4390197193164841639.plus.aac.p.m4a
49,Waterloo,ABBA,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/32/ca/2b/32ca2b0a-79a1-77ad-4746-07a83639d3ce/mzaf_9127813743185986422.plus.aac.p.m4a
50,The Air That I Breathe,The Hollies,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/c0/ed/d0/c0edd095-5475-1572-e7e0-9b7298a96fce/mzaf_17208502466836386640.plus.aac.p.m4a
51,Rikki Don't Lose That Number,Steely Dan,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/74/26/08/74260873-40c7-02a3-1342-4facdd0eee18/mzaf_3322386328087325635.plus.aac.p.m4a
52,Mockingbird,Carly Simon & James Taylor,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/1e/4d/0a/1e4d0af4-beb0-ebc2-f01d-c54abc4d8793/mzaf_5851153010608250952.plus.aac.p.m4a
53,Help Me,Joni Mitchell,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/58/9f/da/589fda39-49fd-2f4d-1c8e-a35f116b9af0/mzaf_525116006788778231.plus.aac.p.m4a
54,You Won't See Me,Anne Murray,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/5c/d6/86/5cd6865c-3ecf-9399-ea77-4b90f01f90e9/mzaf_17444514704349441770.plus.aac.p.m4a
55,"Never, Never Gonna Give You Up",Barry White,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/f7/fb/4f/f7fb4fb1-1ed3-baa0-e055-98db16a5d28a/mzaf_12020542618250062429.plus.aac.p.m4a
56,Tell Me Something Good,Rufus & Chaka Khan,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/5d/25/c0/5d25c0b5-27ad-ccfa-8bb6-69113d90e339/mzaf_11590415089429588852.plus.aac.p.m4a
57,You and Me Against the World,Helen Reddy,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/f0/7c/3d/f07c3dc8-f762-f9ab-e852-235a89f39b3b/mzaf_11291224650080728791.plus.aac.p.m4a
58,Rock and Roll Heaven,The Righteous Brothers,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/ec/b3/11/ecb3117e-faca-964f-b48f-9b5de817170e/mzaf_4759950471955322880.plus.aac.p.m4a
59,Hollywood Swinging,Kool & the Gang,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/29/3e/65/293e65a9-a44d-cd62-8b86-a01b71f63bdf/mzaf_6595021054531604322.plus.aac.p.m4a
60,Be Thankful for What You Got,William DeVaughn,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/59/f8/53/59f85383-1d68-9d2e-d5f8-724e1159ace1/mzaf_10228687654188761004.plus.aac.p.m4a
61,Hang on in There Baby,Johnny Bristol,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/ed/5e/44/ed5e44e6-de57-2611-f52b-dcd5f7c23a07/mzaf_5002271914138544243.plus.aac.p.m4a
62,Eres t�,Mocedades,1974,
63,Takin' Care of Business,Bachman-Turner Overdrive,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/e2/43/c5/e243c5db-03dd-7ad3-6be9-98cd1ce275b1/mzaf_17328128101541595835.plus.aac.p.m4a
64,Radar Love,Golden Earring,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/61/54/9a/61549ad4-bc74-7ba7-6f6f-1f322571495e/mzaf_16642260613848781143.plus.aac.p.m4a
65,Please Come to Boston,Dave Loggins,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview113/v4/e8/86/3c/e8863c42-77fe-e84b-ecd1-f5ece7ece68f/mzaf_7510208988438243730.plus.aac.p.m4a
66,Keep on Smilin',Wet Willie,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/4c/f5/b8/4cf5b884-5cfd-e165-cc9b-f39a1be00db3/mzaf_14030917557933698388.plus.aac.p.m4a
67,Lookin' for a Love,Bobby Womack,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/95/81/42/95814216-dfb3-da74-2265-fe43e66b1bb6/mzaf_9013050967385269941.plus.aac.p.m4a
68,Put Your Hands Together,The O'Jays,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/a1/42/82/a1428215-4a0a-0e03-5ffd-3daceef33109/mzaf_3879352135180390367.plus.aac.p.m4a
69,On and On,Gladys Knight & the Pips,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/fb/b7/a4/fbb7a40b-9439-1f00-8047-1238a5cec071/mzaf_8415407845221139087.plus.aac.p.m4a
70,Oh Very Young,Cat Stevens,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/ef/58/02/ef580264-6ea8-097d-70de-e63365efe0a1/mzaf_4737123581490846942.plus.aac.p.m4a
71,Leave Me Alone (Ruby Red Dress),Helen Reddy,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/61/8d/49/618d4905-0519-8c8a-6327-a9e57ab1f888/mzaf_1400641027397861258.plus.aac.p.m4a
72,Goodbye Yellow Brick Road,Elton John,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/c8/7f/20/c87f20e6-cab7-1904-5924-f0ecb9c75f7e/mzaf_1733670630852581351.plus.aac.p.m4a
73,(I've Been) Searchin' So Long,Chicago,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/29/e5/d2/29e5d26f-1f46-5929-31b8-96b3ae704c1d/mzaf_8707366652203662875.plus.aac.p.m4a
74,Oh My My,Ringo Starr,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/23/78/db/2378db8a-432b-f73b-61e5-9f132906da1d/mzaf_13896435023051712615.plus.aac.p.m4a
75,For the Love of Money,The O'Jays,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/5e/3e/f0/5e3ef05f-d2de-011f-d384-8a2d65a7b51c/mzaf_6804955227506813126.plus.aac.p.m4a
76,I Shot the Sheriff,Eric Clapton,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/e2/14/28/e2142846-4c09-de53-5df7-d1d425905a2c/mzaf_10631300833988617285.plus.aac.p.m4a
77,Jet,Paul McCartney and Wings,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/83/7f/83/837f837b-ba98-45ed-5b55-4ef9d740b47e/mzaf_13359807644865761926.plus.aac.p.m4a
78,Don't Let the Sun Go Down on Me,Elton John,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/4f/b9/94/4fb9947b-e840-ea85-c816-25c74882cf2a/mzaf_6568080126811761092.plus.aac.p.m4a
79,Tubular Bells,Mike Oldfield,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/3b/53/ab/3b53ab1d-9fd4-83d4-dddb-6d4dd9a4741d/mzaf_14300568075853265552.plus.aac.p.m4a
80,A Love Song,Anne Murray,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/7d/52/4c/7d524c6d-bf4f-2369-dc7c-aa0581f1f6ee/mzaf_2644875512924969908.plus.aac.p.m4a
81,I'm Leaving It Up to You,Donny and Marie Osmond,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/94/90/f5/9490f56d-3647-a32a-69a4-b0868d983c81/mzaf_7815087557833885602.plus.aac.p.m4a
82,Hello It's Me,Todd Rundgren,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/17/64/0e/17640e61-a57b-b906-882c-1427d0c4fb51/mzaf_15378501063424479586.plus.aac.p.m4a
83,I Love,Tom T. Hall,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/c7/e2/24/c7e22414-75de-11c4-a21e-56365671e678/mzaf_354043156784252079.plus.aac.p.m4a
84,Clap for the Wolfman,The Guess Who featuring Wolfman Jack,1974,
85,I'll Have to Say I Love You in a Song,Jim Croce,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/7f/36/b2/7f36b277-8e2b-f275-d429-aa5d9b68186e/mzaf_1546322726473978544.plus.aac.p.m4a
86,The Lord's Prayer,Sister Janet Mead,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/d3/0e/03/d30e0359-b0c6-7bbd-33b1-f406a26bd9ef/mzaf_3710593502951446068.plus.aac.p.m4a
87,Trying to Hold on to My Woman,Lamont Dozier,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/f1/85/a8/f185a8ee-bdb2-910c-b07f-b47fa7e1615d/mzaf_8456313336941508707.plus.aac.p.m4a
88,Don't You Worry 'bout a Thing,Stevie Wonder,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/8e/f4/93/8ef493ba-3f63-6231-69d8-63e039a7f5c1/mzaf_12037057971307116794.plus.aac.p.m4a
89,A Very Special Love Song,Charlie Rich,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/12/39/22/12392250-6ab0-ea12-f347-0e2b2b421f53/mzaf_13794781371380012498.plus.aac.p.m4a
90,My Girl Bill,Jim Stafford,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/df/28/70/df28708d-bc39-0fd4-6bf2-2ea2d34426dc/mzaf_8169541553356347185.plus.aac.p.m4a
91,Helen Wheels,Paul McCartney and Wings,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/12/b2/be/12b2be10-828a-35c1-e386-cc6561f0f773/mzaf_8287901074783552866.plus.aac.p.m4a
92,My Mistake (Was to Love You),Diana Ross & Marvin Gaye,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/fd/cb/84/fdcb84dd-3e18-6637-2802-89e84eecedfc/mzaf_11966491142144041572.plus.aac.p.m4a
93,Wildwood Weed,Jim Stafford,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/b0/58/e4/b058e4f4-dab8-b0ae-e9d2-2ced298e8f5e/mzaf_7809130364632146111.plus.aac.p.m4a
94,Beach Baby,The First Class,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/54/f4/69/54f4699d-2e89-dd76-6663-b1ef5b64c480/mzaf_15341853890985253763.plus.aac.p.m4a
95,Me and Baby Brother,War,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/0a/84/e5/0a84e51d-f305-7146-2a2d-d578017d39c2/mzaf_2528974101563792982.plus.aac.p.m4a
96,Rockin' Roll Baby,The Stylistics,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview116/v4/3f/f3/a5/3ff3a554-c85d-7e73-7c0d-f6040d496195/mzaf_12579357264697429420.plus.aac.p.m4a
97,I Honestly Love You,Olivia Newton-John,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/90/a1/1c/90a11c7d-c0e0-22d2-62b0-489a64aea875/mzaf_702228767808236882.plus.aac.p.m4a
98,Call on Me,Chicago,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/6b/d5/da/6bd5da8c-24f5-5230-980b-59bc30aa8550/mzaf_8307706673489106619.plus.aac.p.m4a
99,Wild Thing,Fancy,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/d3/44/82/d3448222-1fcf-6e03-8f37-7799c55d49d4/mzaf_7629124809959897816.plus.aac.p.m4a
100,Mighty Love,The Spinners,1974,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/c9/ce/77/c9ce7781-e9dc-099b-1b42-71e2a213a93b/mzaf_6448444472124559394.plus.aac.p.m4a
1,Love Will Keep Us Together,Captain & Tennille,1975,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/99/de/f1/99def121-8bc9-a97c-e402-4239bd2b22ca/mzaf_529059739665009436.plus.aac.p.m4a
2,Rhinestone Cowboy,Glen Campbell,1975,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/6b/ae/0c/6bae0c8a-505d-4e7c-d6b9-f6f66a4b476c/mzaf_5933227395944009844.plus.aac.p.m4a
3,Philadelphia Freedom,Elton John,1975,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/ca/14/53/ca145352-2332-017a-53b3-075952089ec4/mzaf_700768220847609484.plus.aac.p.m4a
4,Before the Next Teardrop Falls,Freddy Fender,1975,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/43/4e/c8/434ec89b-901f-75f9-2102-bf6baf66cdab/mzaf_6028591914616053270.plus.aac.p.m4a
5,My Eyes Adored You,Frankie Valli,1975,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/40/90/31/4090310a-2e26-d9d1-9b01-3bce6e751ba4/mzaf_2312796209017504276.plus.aac.p.m4a
6,Shining Star,"Earth, Wind & Fire",1975,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/88/30/81/8830818a-30e2-e2e1-da0f-f56f427c6943/mzaf_15529850128386995425.plus.aac.p.m4a
7,Fame,David Bowie,1975,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/c0/12/69/c01269fa-e398-468b-e317-b86f33de3d30/mzaf_3666100244634818962.plus.aac.p.m4a
8,Laughter in the Rain,Neil Sedaka,1975,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/43/f1/cc/43f1cc07-cbe1-0770-509a-644635b14bdf/mzaf_7668328423860049363.plus.aac.p.m4a
9,One of These Nights,Eagles,1975,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/9f/e0/99/9fe09915-91fe-7f81-91e5-2ec6b0e25327/mzaf_1573306307598296318.plus.aac.p.m4a
10,Thank God I'm a Country Boy,John Denver,1975,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/2f/38/08/2f380828-1348-7b5c-c278-7b4e3e060563/mzaf_4131210741882343308.plus.aac.p.m4a
11,Jive Talkin',Bee Gees,1975,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/6c/d9/52/6cd9522f-fa2e-0fff-0f75-38827265fba3/mzaf_3666563784688146553.plus.aac.p.m4a
12,Best of My Love,Eagles,1975,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/88/c1/4a/88c14a98-0882-df6b-38c3-f6b17a875a9b/mzaf_9975957443787382837.plus.aac.p.m4a
13,Lovin' You,Minnie Riperton,1975,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview221/v4/dd/0f/f0/dd0ff06e-31dc-fc49-6f9f-50131f8cab33/mzaf_2761719954315053318.plus.aac.p.m4a
14,Kung Fu Fighting,Carl Douglas,1975,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview211/v4/62/59/e2/6259e237-df50-1a35-5098-a3dd57d71c98/mzaf_13289658345732371123.plus.aac.p.m4a
15,Black Water,The Doobie Brothers,1975,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/95/9c/1d/959c1dbc-0ce8-cde1-d6d0-2e5f792ff7cd/mzaf_1458420990308699563.plus.aac.p.m4a
16,The Ballroom Blitz,Sweet,1975,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/91/bb/a5/91bba536-093f-1248-b43c-0352ee0f5c97/mzaf_12917939012762195814.plus.aac.p.m4a
17,(Hey Won't You Play) Another Somebody Done Somebody Wrong Song,B.J. Thomas,1975,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/68/0c/76/680c76c4-35ac-8301-e69f-74e9dc003210/mzaf_4472195410140974158.plus.aac.p.m4a
18,He Don't Love You (Like I Love You),Tony Orlando and Dawn,1975,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview122/v4/70/b4/73/70b473e4-2707-1e74-7e92-0e5fb48b17f6/mzaf_17140687676763625886.plus.aac.p.m4a
19,At Seventeen,Janis Ian,1975,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview113/v4/dd/6b/09/dd6b0931-1b04-26e4-b0d4-c99010a6ff43/mzaf_17808590735973125975.plus.aac.p.m4a
20,Pick Up the Pieces,Average White Band,1975,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/2e/8e/eb/2e8eeb68-047d-a997-18d2-ec92145487ce/mzaf_2017428406213069.plus.aac.p.m4a
21,The Hustle,Van McCoy & the Soul City Symphony,1975,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/8b/73/57/8b73574d-5122-70ca-c2a2-96edcf1923b5/mzaf_5136415590270521200.plus.aac.p.m4a
22,Lady Marmalade,Labelle,1975,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/d3/0e/81/d30e812c-9ddd-484d-3b13-04c343c3b5be/mzaf_6385945043651314119.plus.aac.p.m4a
23,Why Can't We Be Friends,War,1975,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview126/v4/5b/07/93/5b0793ee-081d-2a26-d38c-e151492704c1/mzaf_11461826572912577430.plus.aac.p.m4a
24,Love Won't Let Me Wait,Major Harris,1975,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview112/v4/d7/2c/de/d72cde74-0ca7-2437-5251-fa7e17e8ea2b/mzaf_9239216297968786951.plus.aac.p.m4a
25,Boogie On Reggae Woman,Stevie Wonder,1975,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/96/f7/c3/96f7c3d8-a0c7-7152-8a75-d94ffc162415/mzaf_6859871256020160435.plus.aac.p.m4a
26,Wasted Days and Wasted Nights,Freddy Fender,1975,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/89/45/6c/89456cfc-9a83-f03b-6fcb-13bae9a4b42f/mzaf_9612939599694726984.plus.aac.p.m4a
27,Fight the Power,The Isley Brothers,1975,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview115/v4/fd/49/87/fd498709-6cce-8651-20e5-b8129dc079a2/mzaf_11223643693341884102.plus.aac.p.m4a
28,Angie Baby,Helen Reddy,1975,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/0e/02/ce/0e02ced4-56ae-fdb3-f45b-90e9f85ab5a8/mzaf_4896250402176721524.plus.aac.p.m4a
29,Jackie Blue,Ozark Mountain Daredevils,1975,https://audio-ssl.itunes.apple.com/itunes-assets/AudioPreview125/v4/94/0d/82/940d820f-f505-a54f-7a84-42e6d70beca5/mzaf_10969684460202168824.plus.aac.p.m4a
